Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_10,Browser_11,Browser_13,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_20,VisitorType_Other,VisitorType_Returning_Visitor,Weekend_True,avg_time_per_page,purchase_per_session
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.8187939812005791,-0.6658284873608458,-0.9642677549587684,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.07650159292698884,0.0
2,-0.21888738021982906,0,-0.2702109693295498,5,-0.991690402127056,-0.6658284873608458,0.12028332727361328,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.9466811493789135,0.0
0,-0.5756089028018073,0,-0.2702109693295498,17,-0.4479210526683287,0.3546223014536397,-0.36007148955219015,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.11025069502995251,0.0
0,-0.5756089028018073,0,-0.2702109693295498,9,-0.8551738869930534,-0.6658284873608458,0.3754717667733917,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6144307733424098,0.0
4,-0.08405319003287952,0,-0.2702109693295498,7,-0.9517827478940991,-0.6658284873608458,-0.8154077961908438,-0.34801785278265523,0.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8733701387028041,0.009643201542912247
2,-0.44470192203777864,0,-0.2702109693295498,66,2.674065629899189,1.8456988870673907,0.6435421233121102,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7057459935072256,0.0
1,-0.4970647143433901,0,-0.2702109693295498,18,-0.3026770348453438,-0.6658284873608458,-1.1428996733265295,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11114568550501656,0.0
0,-0.5756089028018073,0,-0.2702109693295498,50,1.7456599634057173,0.3962733469776338,0.5468126083055628,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6793622087141742,0.0
3,0.12147076976664561,2,0.2959081744329753,29,0.5154683745875481,0.03367405130072725,-0.3962675537483132,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5872915622461313,0.0
8,0.8447318384879043,2,2.949234262370467,5,-0.8046462399855664,-0.6658284873608458,-0.6452821519944646,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.23511788281335372,0.0
0,-0.5756089028018073,0,-0.2702109693295498,13,-0.8208150870411913,-0.6658284873608458,-0.31157409783626505,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7486643034400499,0.0
5,-0.057871793880073776,0,-0.2702109693295498,36,0.12683552426080746,1.5026294171853567,-0.019007086448902,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.18874027376230917,0.0
0,-0.5756089028018073,0,-0.2702109693295498,43,-0.07476366206283375,-0.031157895961181875,0.28833425084663805,0.11928757605842155,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.556707520778673,0.0011120515497536553
0,-0.5756089028018073,0,-0.2702109693295498,13,-0.6328522404467403,-0.6658284873608458,0.03194883446856335,-0.34801785278265523,0.6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.23969135521025667,0.0
0,-0.5756089028018073,0,-0.2702109693295498,20,1.4494380235600908,0.2015546744576353,0.6434196711198237,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3.129248517159937,0.0
4,0.5894632259980483,2,2.1200698598900005,17,1.997157717059514,-0.6658284873608458,-0.9236695746421381,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.039320562393902,0.0
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.9365693327445189,-0.6658284873608458,2.161791164809326,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.7143347497471312,0.0
0,-0.5756089028018073,0,-0.2702109693295498,75,0.8920629575437218,-0.5501774280311537,-0.3696786008937889,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.4336736273691484,0.0
4,-0.01925423455468526,0,-0.2702109693295498,19,-0.4046510132030372,0.6352462553668757,0.4647877527520629,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.15819597992184994,0.0
2,0.2540140877902247,0,-0.2702109693295498,22,1.4502648396008289,1.910036686142012,0.9303134215284601,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.7359043702942025,0.0
2,0.22946902889696932,0,-0.2702109693295498,6,-0.8684029436448624,-0.6658284873608458,-0.13490516581574602,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.34516766530635185,0.0
5,0.6876434615710698,1,-0.12153321440201795,66,1.1943654271265522,-0.2763911423208489,-0.7267601794647746,1.1989586597220032,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.13149339737559756,0.0
0,-0.5756089028018073,3,1.3995545860104233,23,0.3121617471047414,0.6686071128451574,0.1487466293086218,0.4574828778378626,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7654472964967585,0.0
2,-0.15997923887601614,0,-0.2702109693295498,9,-0.9557882122655554,2.488292069528788,2.486576500163208,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9958569912056795,0.0
8,1.8101708216226162,0,-0.2702109693295498,26,-0.20125426718147577,0.0013893561113138802,-0.6894493983969895,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,-0.19712491987443165,0.0
2,-0.277795521563642,0,-0.2702109693295498,9,-0.9302304097655272,-0.6658284873608458,-0.43649157161131436,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8989680450433933,0.0
13,5.403712895650601,3,1.3524351744487746,29,0.36114845330887224,-0.4375697560013341,-0.308500521015088,-0.2700998357576302,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.39228399662409574,0.0
0,-0.5756089028018073,0,-0.2702109693295498,20,0.16677073902845566,-0.6658284873608458,-1.3595656713350683,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8137449970607612,0.0
4,0.18168798091809885,0,-0.2702109693295498,16,-0.34249282066607706,-0.6658284873608458,-0.7657878099348688,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2013014673468732,0.0
4,0.2630139427177517,4,1.2680319566514526,93,1.9084223676785386,-0.14014172787924006,-0.377931771474725,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.21071432516223013,0.0
3,-0.3556851751182391,0,-0.2702109693295498,4,-0.9442862824580741,-0.6658284873608458,-0.6963198506123365,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4946256061124522,0.0
4,-0.07816237589849818,0,-0.2702109693295498,39,1.0698927138492091,-0.2527888658429223,-0.13490516581574602,-0.05845482099040055,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6134502946839554,0.0
0,-0.5756089028018073,0,-0.2702109693295498,69,-0.3448140300821627,0.609734955288103,1.4525173066675445,-0.34801785278265523,0.6,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0198511932753838,0.0
0,-0.5756089028018073,0,-0.2702109693295498,8,-0.3903195351635776,-0.6658284873608458,-0.6452821519944646,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4320086507057794,0.0
3,1.4829033697125444,0,-0.2702109693295498,22,2.062751789624733,-0.6658284873608458,-0.9642677549587684,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.7454355254405614,0.0
0,-0.5756089028018073,0,-0.2702109693295498,29,0.18863543061847615,-0.6658284873608458,-1.0280648648337132,0.8217174186248076,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.17428657727470045,0.0008786059449762466
0,-0.5756089028018073,0,-0.2702109693295498,4,-0.8414854880596426,-0.6658284873608458,-0.07110805594080127,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.28480452164589953,0.0
1,-0.3301583138692535,0,-0.2702109693295498,25,-0.41094400192079616,0.056990785241783054,-1.2098866494131375,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.4562220490319388,0.0
0,-0.5756089028018073,0,-0.2702109693295498,7,-0.8221012453635312,-0.6658284873608458,-0.8749517689800975,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.25884625128551336,0.0
3,-0.33997633742655564,2,8.456029569878664,9,-0.8847555275249341,-0.6658284873608458,-0.6452821519944646,-0.34801785278265523,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7265739819333021,0.0060790273556231
3,-0.5297914595343973,1,0.01761391524776898,21,-0.5733214855136003,0.9863299119725315,0.2904089714699926,1.3528455567669821,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5626334018076727,0.0
0,-0.5756089028018073,0,-0.2702109693295498,8,-0.8593998356089672,-0.6658284873608458,-0.07110805594080127,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.5438478840644244,0.0
0,-0.5756089028018073,0,-0.2702109693295498,43,2.6634795767104675,-0.6658284873608458,-0.78771291515592,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.8025213268897835,0.0
11,0.45455698591795596,3,3.5999853589378943,46,0.7263623621497914,-0.20115892399547144,-0.2644891131137309,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.035014860821750926,0.0
16,2.3393622913612027,0,-0.2702109693295498,103,1.240203134986985,0.018947706717689253,0.098546053533509,0.03136802679255001,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.5695958910269017,0.0
0,-0.5756089028018073,0,-0.2702109693295498,42,1.2040573967263042,1.167664341875774,1.3339846027364242,-0.34801785278265523,0.2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5905701157512399,0.0
0,-0.5756089028018073,0,-0.2702109693295498,5,-0.9663347102110889,2.803704159913078,1.4472633841591198,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.7864765654786269,0.0
2,-0.14361586628051257,1,-0.2702109693295498,10,-0.7320701653353068,3.051527932823832,1.7790084519700773,0.677848163341432,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.262487264381839,0.0033003300330033004
1,-0.5363368085725987,0,-0.2702109693295498,29,-0.6738255687245068,-0.6658284873608458,-0.8564725809881032,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.9155689548708014,0.0
5,0.34597624177695496,4,2.643301189731122,61,0.8532699737024538,-0.04309187393137765,-0.13561897903292477,0.41995958110430354,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.23695948867534683,0.0
0,-0.5756089028018073,0,-0.2702109693295498,47,0.5037442102211721,-0.28870538106918586,-0.6730200118732454,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.17090786538350314,0.0
0,-0.5756089028018073,0,-0.2702109693295498,2,-0.8664034538623347,2.2254486897879855,1.566351383327208,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.0997173011628223,0.0
0,-0.5756089028018073,0,-0.2702109693295498,26,-0.17163068668153386,1.0022160345812372,-0.054749836380451604,-0.34801785278265523,0.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.15553151176745758,0.0
1,-0.5363368085725987,0,-0.2702109693295498,15,-0.7419919578241634,1.1928496793623353,-0.007310946065856706,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6445562003930466,0.0
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.7163606605612838,-0.6658284873608458,0.3754717667733917,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.47824409375904103,0.0
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.9475935466210264,-0.6658284873608458,0.3754717667733917,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7740383213869896,0.0
2,1.950895825943947,1,0.015707790146472975,31,1.9390968569424347,0.28040769705370766,-0.47396681910278715,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2.1490112313682044,0.0
0,-0.5756089028018073,0,-0.2702109693295498,37,-0.6723556734674776,-0.43140058000121634,-0.7590824136285994,-0.34801785278265523,0.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0181683206478733,0.0
9,-0.1534338898378147,3,0.8688893684229249,33,-0.217886131219914,-0.2427147308482978,-0.6810707746072384,1.8232485217951813,0.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.46535446683415027,0.0
19,0.9324057186900448,3,0.28218407397812617,111,2.5467410980116165,0.0974686950394176,-0.8198807577372605,-0.32454189530184574,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.18737963016135667,0.0
